@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
242,110,122,16,120,0.117647,0.474138,0.873016,0.474138,0.126984,0.614525,0.342391,1.384784,0.993056
243,109,123,16,120,0.117647,0.469828,0.872,0.469828,0.128,0.610644,0.339674,1.383172,0.993599
244,108,124,16,120,0.117647,0.465517,0.870968,0.465517,0.129032,0.606742,0.336957,1.381535,0.993648
245,107,125,16,120,0.117647,0.461207,0.869919,0.461207,0.130081,0.602817,0.334239,1.379871,0.993867
246,106,126,16,120,0.117647,0.456897,0.868852,0.456897,0.131148,0.59887,0.331522,1.37818,0.994149
247,105,127,16,120,0.117647,0.452586,0.867769,0.452586,0.132231,0.594901,0.328804,1.376461,0.99429
248,104,128,16,120,0.117647,0.448276,0.866667,0.448276,0.133333,0.590909,0.326087,1.374713,0.994575
249,103,129,16,120,0.117647,0.443966,0.865546,0.443966,0.134454,0.586895,0.32337,1.372935,0.994677
250,102,130,16,120,0.117647,0.439655,0.864407,0.439655,0.135593,0.582857,0.320652,1.371128,0.995087
251,101,131,16,120,0.117647,0.435345,0.863248,0.435345,0.136752,0.578797,0.317935,1.36929,0.995178
252,100,132,16,120,0.117647,0.431034,0.862069,0.431034,0.137931,0.574713,0.315217,1.36742,0.995648
253,99,133,16,120,0.117647,0.426724,0.86087,0.426724,0.13913,0.570605,0.3125,1.365517,0.995814
254,99,133,15,121,0.110294,0.426724,0.868421,0.426724,0.131579,0.572254,0.309783,1.377495,0.995968
255,98,134,15,121,0.110294,0.422414,0.867257,0.422414,0.132743,0.568116,0.307065,1.375648,0.996003
256,97,135,15,121,0.110294,0.418103,0.866071,0.418103,0.133929,0.563953,0.304348,1.373768,0.996047
257,96,136,15,121,0.110294,0.413793,0.864865,0.413793,0.135135,0.559767,0.30163,1.371855,0.996458
258,96,136,14,122,0.102941,0.413793,0.872727,0.413793,0.127273,0.561404,0.298913,1.384326,0.996708
259,95,137,14,122,0.102941,0.409483,0.87156,0.409483,0.12844,0.557185,0.296196,1.382474,0.996724
260,94,138,14,122,0.102941,0.405172,0.87037,0.405172,0.12963,0.552941,0.293478,1.380587,0.996882
261,93,139,14,122,0.102941,0.400862,0.869159,0.400862,0.130841,0.548673,0.290761,1.378666,0.996923
262,92,140,14,122,0.102941,0.396552,0.867925,0.396552,0.132075,0.544379,0.288043,1.376708,0.997001
263,92,140,13,123,0.095588,0.396552,0.87619,0.396552,0.12381,0.545994,0.285326,1.389819,0.997264
264,91,141,13,123,0.095588,0.392241,0.875,0.392241,0.125,0.541667,0.282609,1.387931,0.997294
265,90,142,13,123,0.095588,0.387931,0.873786,0.387931,0.126214,0.537313,0.279891,1.386006,0.997569
266,89,143,13,123,0.095588,0.383621,0.872549,0.383621,0.127451,0.532934,0.277174,1.384043,0.99778
267,88,144,13,123,0.095588,0.37931,0.871287,0.37931,0.128713,0.528529,0.274457,1.382042,0.997965
268,87,145,13,123,0.095588,0.375,0.87,0.375,0.13,0.524096,0.271739,1.38,0.998091
269,86,146,13,123,0.095588,0.37069,0.868687,0.37069,0.131313,0.519637,0.269022,1.377917,0.998122
270,86,146,12,124,0.088235,0.37069,0.877551,0.37069,0.122449,0.521212,0.266304,1.391977,0.998123
271,85,147,12,124,0.088235,0.366379,0.876289,0.366379,0.123711,0.516717,0.263587,1.389975,0.998217
272,85,147,11,125,0.080882,0.366379,0.885417,0.366379,0.114583,0.518293,0.26087,1.404454,0.998288
273,85,147,10,126,0.073529,0.366379,0.894737,0.366379,0.105263,0.519878,0.258152,1.419238,0.998339
274,84,148,10,126,0.073529,0.362069,0.893617,0.362069,0.106383,0.515337,0.255435,1.417461,0.99859
275,83,149,10,126,0.073529,0.357759,0.892473,0.357759,0.107527,0.510769,0.252717,1.415647,0.998592
276,83,149,9,127,0.066176,0.357759,0.902174,0.357759,0.097826,0.512346,0.25,1.431034,0.998726
277,82,150,9,127,0.066176,0.353448,0.901099,0.353448,0.098901,0.50774,0.247283,1.429329,0.998959
278,81,151,9,127,0.066176,0.349138,0.9,0.349138,0.1,0.503106,0.244565,1.427586,0.998979
279,80,152,9,127,0.066176,0.344828,0.898876,0.344828,0.101124,0.498442,0.241848,1.425804,0.998996
280,79,153,9,127,0.066176,0.340517,0.897727,0.340517,0.102273,0.49375,0.23913,1.423981,0.999027
281,78,154,9,127,0.066176,0.336207,0.896552,0.336207,0.103448,0.489028,0.236413,1.422117,0.999159
282,77,155,9,127,0.066176,0.331897,0.895349,0.331897,0.104651,0.484277,0.233696,1.420209,0.999258
283,76,156,9,127,0.066176,0.327586,0.894118,0.327586,0.105882,0.479495,0.230978,1.418256,0.999307
284,75,157,9,127,0.066176,0.323276,0.892857,0.323276,0.107143,0.474684,0.228261,1.416256,0.999389
285,74,158,9,127,0.066176,0.318966,0.891566,0.318966,0.108434,0.469841,0.225543,1.414209,0.999403
286,73,159,9,127,0.066176,0.314655,0.890244,0.314655,0.109756,0.464968,0.222826,1.412111,0.999408
287,72,160,9,127,0.066176,0.310345,0.888889,0.310345,0.111111,0.460064,0.220109,1.409962,0.999477
288,71,161,9,127,0.066176,0.306034,0.8875,0.306034,0.1125,0.455128,0.217391,1.407759,0.999485
289,70,162,9,127,0.066176,0.301724,0.886076,0.301724,0.113924,0.450161,0.214674,1.4055,0.999681
290,69,163,9,127,0.066176,0.297414,0.884615,0.297414,0.115385,0.445161,0.211957,1.403183,0.999682
291,68,164,9,127,0.066176,0.293103,0.883117,0.293103,0.116883,0.440129,0.209239,1.400806,0.999689
292,67,165,9,127,0.066176,0.288793,0.881579,0.288793,0.118421,0.435065,0.206522,1.398367,0.999697
293,66,166,9,127,0.066176,0.284483,0.88,0.284483,0.12,0.429967,0.203804,1.395862,0.999717
294,65,167,9,127,0.066176,0.280172,0.878378,0.280172,0.121622,0.424837,0.201087,1.39329,0.999717
295,64,168,9,127,0.066176,0.275862,0.876712,0.275862,0.123288,0.419672,0.19837,1.390647,0.999748
296,63,169,9,127,0.066176,0.271552,0.875,0.271552,0.125,0.414474,0.195652,1.387931,0.999759
297,62,170,9,127,0.066176,0.267241,0.873239,0.267241,0.126761,0.409241,0.192935,1.385138,0.999769
298,61,171,9,127,0.066176,0.262931,0.871429,0.262931,0.128571,0.403974,0.190217,1.382266,0.999786
299,60,172,9,127,0.066176,0.258621,0.869565,0.258621,0.130435,0.398671,0.1875,1.37931,0.999787
300,59,173,9,127,0.066176,0.25431,0.867647,0.25431,0.132353,0.393333,0.184783,1.376268,0.999793
301,58,174,9,127,0.066176,0.25,0.865672,0.25,0.134328,0.38796,0.182065,1.373134,0.999816
302,57,175,9,127,0.066176,0.24569,0.863636,0.24569,0.136364,0.38255,0.179348,1.369906,0.999837
303,56,176,9,127,0.066176,0.241379,0.861538,0.241379,0.138462,0.377104,0.17663,1.366578,0.999853
304,55,177,9,127,0.066176,0.237069,0.859375,0.237069,0.140625,0.371622,0.173913,1.363147,0.999858
305,55,177,8,128,0.058824,0.237069,0.873016,0.237069,0.126984,0.372881,0.171196,1.384784,0.999868
306,55,177,7,129,0.051471,0.237069,0.887097,0.237069,0.112903,0.37415,0.168478,1.407119,0.999871
307,54,178,7,129,0.051471,0.232759,0.885246,0.232759,0.114754,0.368601,0.165761,1.404183,0.999878
308,53,179,7,129,0.051471,0.228448,0.883333,0.228448,0.116667,0.363014,0.163043,1.401149,0.999889
309,52,180,7,129,0.051471,0.224138,0.881356,0.224138,0.118644,0.357388,0.160326,1.398013,0.999893
310,51,181,7,129,0.051471,0.219828,0.87931,0.219828,0.12069,0.351724,0.157609,1.394768,0.999895
311,50,182,7,129,0.051471,0.215517,0.877193,0.215517,0.122807,0.346021,0.154891,1.39141,0.999895
312,49,183,7,129,0.051471,0.211207,0.875,0.211207,0.125,0.340278,0.152174,1.387931,0.99991
313,48,184,7,129,0.051471,0.206897,0.872727,0.206897,0.127273,0.334495,0.149457,1.384326,0.999919
314,48,184,6,130,0.044118,0.206897,0.888889,0.206897,0.111111,0.335664,0.146739,1.409962,0.999925
315,47,185,6,130,0.044118,0.202586,0.886792,0.202586,0.113208,0.329825,0.144022,1.406636,0.999926
316,46,186,6,130,0.044118,0.198276,0.884615,0.198276,0.115385,0.323944,0.141304,1.403183,0.999936
317,45,187,6,130,0.044118,0.193966,0.882353,0.193966,0.117647,0.318021,0.138587,1.399594,0.999938
318,44,188,6,130,0.044118,0.189655,0.88,0.189655,0.12,0.312057,0.13587,1.395862,0.999949
319,43,189,6,130,0.044118,0.185345,0.877551,0.185345,0.122449,0.30605,0.133152,1.391977,0.999952
320,42,190,6,130,0.044118,0.181034,0.875,0.181034,0.125,0.3,0.130435,1.387931,0.999953
321,41,191,6,130,0.044118,0.176724,0.87234,0.176724,0.12766,0.293907,0.127717,1.383712,0.999953
322,40,192,6,130,0.044118,0.172414,0.869565,0.172414,0.130435,0.28777,0.125,1.37931,0.999954
323,39,193,6,130,0.044118,0.168103,0.866667,0.168103,0.133333,0.281588,0.122283,1.374713,0.999955
324,38,194,6,130,0.044118,0.163793,0.863636,0.163793,0.136364,0.275362,0.119565,1.369906,0.999956
325,37,195,6,130,0.044118,0.159483,0.860465,0.159483,0.139535,0.269091,0.116848,1.364876,0.999956
326,36,196,6,130,0.044118,0.155172,0.857143,0.155172,0.142857,0.262774,0.11413,1.359606,0.999957
327,35,197,6,130,0.044118,0.150862,0.853659,0.150862,0.146341,0.25641,0.111413,1.354079,0.999961
328,35,197,5,131,0.036765,0.150862,0.875,0.150862,0.125,0.257353,0.108696,1.387931,0.999962
329,34,198,5,131,0.036765,0.146552,0.871795,0.146552,0.128205,0.250923,0.105978,1.382847,0.999963
330,33,199,5,131,0.036765,0.142241,0.868421,0.142241,0.131579,0.244444,0.103261,1.377495,0.999967
331,32,200,5,131,0.036765,0.137931,0.864865,0.137931,0.135135,0.237918,0.100543,1.371855,0.99997
332,31,201,5,131,0.036765,0.133621,0.861111,0.133621,0.138889,0.231343,0.097826,1.3659,0.999973
333,30,202,5,131,0.036765,0.12931,0.857143,0.12931,0.142857,0.224719,0.095109,1.359606,0.999973
334,29,203,5,131,0.036765,0.125,0.852941,0.125,0.147059,0.218045,0.092391,1.352941,0.999975
335,28,204,5,131,0.036765,0.12069,0.848485,0.12069,0.151515,0.211321,0.089674,1.345873,0.999975
336,27,205,5,131,0.036765,0.116379,0.84375,0.116379,0.15625,0.204545,0.086957,1.338362,0.999975
337,26,206,5,131,0.036765,0.112069,0.83871,0.112069,0.16129,0.197719,0.084239,1.330367,0.999976
338,25,207,5,131,0.036765,0.107759,0.833333,0.107759,0.166667,0.19084,0.081522,1.321839,0.999978
339,24,208,5,131,0.036765,0.103448,0.827586,0.103448,0.172414,0.183908,0.078804,1.312723,0.999979
340,23,209,5,131,0.036765,0.099138,0.821429,0.099138,0.178571,0.176923,0.076087,1.302956,0.999982
341,22,210,5,131,0.036765,0.094828,0.814815,0.094828,0.185185,0.169884,0.07337,1.292465,0.999986
342,22,210,4,132,0.029412,0.094828,0.846154,0.094828,0.153846,0.170543,0.070652,1.342175,0.999986
343,22,210,3,133,0.022059,0.094828,0.88,0.094828,0.12,0.171206,0.067935,1.395862,0.999988
344,21,211,3,133,0.022059,0.090517,0.875,0.090517,0.125,0.164062,0.065217,1.387931,0.999988
345,20,212,3,133,0.022059,0.086207,0.869565,0.086207,0.130435,0.156863,0.0625,1.37931,0.999991
346,20,212,2,134,0.014706,0.086207,0.909091,0.086207,0.090909,0.15748,0.059783,1.442006,0.999992
347,19,213,2,134,0.014706,0.081897,0.904762,0.081897,0.095238,0.150198,0.057065,1.43514,0.999993
348,18,214,2,134,0.014706,0.077586,0.9,0.077586,0.1,0.142857,0.054348,1.427586,0.999994
349,17,215,2,134,0.014706,0.073276,0.894737,0.073276,0.105263,0.135458,0.05163,1.419238,0.999995
350,16,216,2,134,0.014706,0.068966,0.888889,0.068966,0.111111,0.128,0.048913,1.409962,0.999995
351,15,217,2,134,0.014706,0.064655,0.882353,0.064655,0.117647,0.120482,0.046196,1.399594,0.999995
352,14,218,2,134,0.014706,0.060345,0.875,0.060345,0.125,0.112903,0.043478,1.387931,0.999996
353,13,219,2,134,0.014706,0.056034,0.866667,0.056034,0.133333,0.105263,0.040761,1.374713,0.999998
354,12,220,2,134,0.014706,0.051724,0.857143,0.051724,0.142857,0.097561,0.038043,1.359606,0.999998
355,11,221,2,134,0.014706,0.047414,0.846154,0.047414,0.153846,0.089796,0.035326,1.342175,0.999998
356,10,222,2,134,0.014706,0.043103,0.833333,0.043103,0.166667,0.081967,0.032609,1.321839,0.999999
357,9,223,2,134,0.014706,0.038793,0.818182,0.038793,0.181818,0.074074,0.029891,1.297806,0.999999
358,9,223,1,135,0.007353,0.038793,0.9,0.038793,0.1,0.07438,0.027174,1.427586,0.999999
359,8,224,1,135,0.007353,0.034483,0.888889,0.034483,0.111111,0.06639,0.024457,1.409962,0.999999
360,7,225,1,135,0.007353,0.030172,0.875,0.030172,0.125,0.058333,0.021739,1.387931,0.999999
361,6,226,1,135,0.007353,0.025862,0.857143,0.025862,0.142857,0.050209,0.019022,1.359606,1
362,5,227,1,135,0.007353,0.021552,0.833333,0.021552,0.166667,0.042017,0.016304,1.321839,1
363,4,228,1,135,0.007353,0.017241,0.8,0.017241,0.2,0.033755,0.013587,1.268966,1
364,3,229,1,135,0.007353,0.012931,0.75,0.012931,0.25,0.025424,0.01087,1.189655,1
365,2,230,1,135,0.007353,0.008621,0.666667,0.008621,0.333333,0.017021,0.008152,1.057471,1
366,2,230,0,136,0,0.008621,1,0.008621,0,0.017094,0.005435,1.586207,1
367,1,231,0,136,0,0.00431,1,0.00431,0,0.008584,0.002717,?,1
368,0,232,0,136,0,0,0,0,0,0,0,?,1.00001
